PassengerId,Survived_pred,Survived_prob
892,0,0.1452667025378913
893,1,0.4937939332670315
894,0,0.13757961871658153
895,0,0.13766814477032188
896,1,0.5125095206665607
897,0,0.16281639503109654
898,1,0.8472368237446053
899,0,0.18352142414172912
900,1,0.7234320402893638
901,0,0.12129107259235788
902,0,0.138302095806764
903,0,0.14551263275181092
904,1,0.8844494646106488
905,0,0.1314036273980435
906,1,0.907342111963801
907,1,0.8827600741744472
908,0,0.13157089223165294
909,0,0.16358042947328186
910,0,0.45280106423122296
911,1,0.6417909790012563
912,0,0.2448558201453332
913,1,0.6096845262831867
914,1,0.9022682655258499
915,0,0.28322752675483204
916,1,0.5
917,0,0.11226371104313734
918,1,0.9029220232963227
919,0,0.15755269918336343
920,0,0.14574485117648503
921,0,0.14689144383077304
922,0,0.12955215417587748
923,0,0.17168549872670835
924,0,0.4209218030188916
925,0,0.42376739969850274
926,0,0.17693311233598016
927,0,0.17703579686793863
928,1,0.5708347074109102
929,1,0.5352956807168711
930,0,0.13691293262177626
931,0,0.16116192457578135
932,0,0.13739317349130648
933,0,0.1451287707204306
934,0,0.14543427952839683
935,1,0.8718814633718304
936,1,0.9125166588797298
937,0,0.13680847560237883
938,0,0.15644545616950015
939,0,0.14398008071871213
940,1,0.833893763254883
941,1,0.6198856374153058
942,0,0.1606262311772598
943,0,0.13618947639591533
944,1,0.7925709629565811
945,1,0.8483453426695611
946,0,0.13496348860153973
947,0,0.12444511219163373
948,0,0.14455760396378778
949,0,0.13679456162206796
950,0,0.10736514755130015
951,1,0.745220249615065
952,0,0.148548099714165
953,0,0.13782809176375663
954,0,0.14524717460983094
955,1,0.8413534598016182
956,1,0.520993364916926
957,1,0.8734042607836794
958,1,0.8321140773538273
959,0,0.14476279830992955
960,0,0.14323693405656812
961,0,0.24474041366301938
962,1,0.844832319212906
963,0,0.13890249602005314
964,1,0.5755357001537112
965,0,0.14540130248974967
966,1,0.7939899599805762
967,0,0.24373737682124721
968,0,0.13831560535916548
969,1,0.8303198299107776
970,0,0.13559907470693816
971,1,0.844832319212906
972,1,0.7521696853257988
973,0,0.44249728389131
974,0,0.14441650387232774
975,0,0.138302095806764
976,0,0.13112383517742704
977,0,0.12888153401705757
978,1,0.8478976393282921
979,1,0.5222413465989583
980,1,0.8480504170302614
981,1,0.866462865322928
982,0,0.4420469861689093
983,0,0.1382918009532292
984,1,0.9253390379193799
985,0,0.13831560535916548
986,0,0.15242234089624032
987,0,0.13680177790767423
988,1,0.6919140938761913
989,0,0.13913755817427287
990,1,0.5294366886724101
991,0,0.14296263207805643
992,1,0.8929503884051364
993,0,0.12863762282996022
994,0,0.14398008071871213
995,0,0.13708437570214543
996,1,0.8128929033426722
997,0,0.14137218378685687
998,0,0.1511937804282184
999,0,0.14398008071871213
1000,0,0.138378338044361
1001,0,0.1430987943431053
1002,0,0.14062197682251873
1003,1,0.8480772788754392
1004,1,0.8639055032114916
1005,1,0.8329361226449378
1006,1,0.7350064731349837
1007,0,0.1865132517196742
1008,0,0.14518606221714184
1009,1,0.7979240414319052
1010,0,0.15012581614889262
1011,1,0.8606190876508893
1012,1,0.7951141313866347
1013,0,0.1464138735961922
1014,1,0.8980156489666877
1015,0,0.13825000818844932
1016,0,0.14398008071871213
1017,1,0.7455949518193119
1018,0,0.13779508575621396
1019,1,0.7976500655860084
1020,0,0.14633850383836053
1021,0,0.1368045064016159
1022,0,0.14202335941248517
1023,0,0.17316708138054498
1024,0,0.1808020888862713
1025,0,0.1294647830409544
1026,0,0.1440961683787788
1027,0,0.1367961064839087
1028,0,0.14731935008354885
1029,0,0.13289425105870187
1030,1,0.544158705801677
1031,0,0.1961744575908615
1032,0,0.13942197409055332
1033,1,0.8672328270728231
1034,0,0.26471524946457237
1035,0,0.13282509795191244
1036,0,0.14615335241228017
1037,0,0.16401979397344033
1038,0,0.14121808621712328
1039,0,0.13780093725414008
1040,0,0.1451287707204306
1041,0,0.1441686299651615
1042,1,0.894260242855653
1043,0,0.14520263797695723
1044,0,0.12298303662901036
1045,1,0.6159677565190758
1046,0,0.10778045970965837
1047,0,0.13678434663748387
1048,1,0.8457691740629709
1049,1,0.5437974633453646
1050,0,0.14615335241228017
1051,1,0.6662841826830624
1052,1,0.8480350424189416
1053,1,0.7223431960174079
1054,1,0.8575755141882268
1055,0,0.1382317949127044
1056,0,0.14616348697462633
1057,1,0.5
1058,0,0.17334677400217985
1059,0,0.15167316158127622
1060,1,0.8589702939846544
1061,1,0.5406890238512215
1062,0,0.13827330228529033
1063,0,0.14652344120403427
1064,0,0.114412864397557
1065,0,0.14519043112444072
