PassengerId,Survived_pred,Survived_prob
892,0,0.10638527286879593
893,1,0.7298220525396428
894,0,0.21192921513379126
895,0,0.14753220841689535
896,1,0.542090854961657
897,0,0.12390339347460498
898,1,0.6831940749424102
899,0,0.10940976922667865
900,1,0.7059878452347567
901,0,0.11516244862227917
902,0,0.10998956438427353
903,0,0.15059325499531837
904,1,0.9423695568407329
905,0,0.17024682058086343
906,1,0.9474147474328611
907,1,0.9301293701515728
908,0,0.11542897152453889
909,0,0.2710586168056364
910,0,0.3886239410707148
911,1,0.7294629028275679
912,0,0.2666400499601898
913,1,0.7347290436031436
914,1,0.9474147474328611
915,0,0.32886713890973956
916,1,0.9310348857840585
917,0,0.08449297367787485
918,1,0.945890178716717
919,0,0.2710586168056364
920,0,0.4861436724672446
921,0,0.1533980447722259
922,0,0.09186831608879722
923,0,0.12803371182964696
924,1,0.7802953898233319
925,0,0.07060125131138348
926,0,0.4328398445398783
927,0,0.2105705079795463
928,0,0.2702775611541655
929,0,0.26325567101292874
930,0,0.12772240313043934
931,0,0.41585370415101236
932,0,0.11951765615937558
933,0,0.33648311187405505
934,0,0.11708510316947374
935,1,0.9285503415168818
936,1,0.9474147474328611
937,0,0.15901001534141557
938,0,0.32722791671623686
939,0,0.16094944129759875
940,1,0.9396430360458916
941,1,0.7177011590633527
942,0,0.20440667382748084
943,0,0.2169925887878478
944,1,0.9431227315674211
945,1,0.9340526795095417
946,0,0.13991711483975847
947,0,0.058643243186960146
948,0,0.09371235145788563
949,0,0.1266109458008573
950,0,0.1105164867106492
951,1,0.9473317136100993
952,0,0.09856368565322868
953,0,0.2328291968872555
954,0,0.13165637843406278
955,1,0.7525129945571856
956,0,0.2476237808390798
957,1,0.8678465586632257
958,1,0.5738309730918681
959,0,0.18145377847091912
960,0,0.3009281643698657
961,1,0.9258768410019237
962,1,0.6650200704625616
963,0,0.11801865662669123
964,0,0.4573322545499997
965,0,0.3009281643698657
966,1,0.9473317136100993
967,0,0.174626522523168
968,0,0.13033172461637346
969,1,0.9341670581152172
970,0,0.13033172461637346
971,1,0.6650200704625616
972,1,0.8992467716480793
973,0,0.13268258821556567
974,0,0.1881963263246602
975,0,0.10998956438427353
976,0,0.13033172461637346
977,0,0.13991711483975847
978,1,0.7459645437987833
979,0,0.26325567101292874
980,1,0.7161468056332205
981,1,0.9182350046361448
982,0,0.49338044012912746
983,0,0.16094944129759875
984,1,0.826488354372326
985,0,0.13033172461637346
986,0,0.34476782983250925
987,0,0.15986135605064816
988,1,0.9413959400373509
989,0,0.15839450490986207
990,0,0.41366696738440917
991,0,0.11542897152453889
992,1,0.9460137585764151
993,0,0.12547917970209438
994,0,0.16094944129759875
995,0,0.15986135605064816
996,0,0.41160894374641466
997,0,0.1105164867106492
998,0,0.11801865662669123
999,0,0.16094944129759875
1000,0,0.13033172461637346
1001,0,0.12390339347460498
1002,0,0.09580491053934906
1003,1,0.7161468056332205
1004,1,0.9279208135128133
1005,1,0.6135733318823059
1006,1,0.9433877299954687
1007,0,0.18342442856942756
1008,0,0.1261757829984856
1009,1,0.6786688220271232
1010,0,0.4543650662730376
1011,1,0.9415025619615427
1012,1,0.9100150887044784
1013,0,0.16094944129759875
1014,1,0.9460137585764151
1015,0,0.10518802742204103
1016,0,0.16094944129759875
1017,1,0.6709072008374286
1018,0,0.15986135605064816
1019,1,0.8582740542440785
1020,0,0.11542897152453889
1021,0,0.12772240313043934
1022,0,0.2387977776905534
1023,0,0.4099410504071326
1024,0,0.07393031465909915
1025,0,0.1261757829984856
1026,0,0.09371235145788563
1027,0,0.11801865662669123
1028,0,0.37342330121977424
1029,0,0.13085514037164026
1030,0,0.26325567101292874
1031,0,0.07310503788792246
1032,0,0.0745831572759198
1033,1,0.8099877882426275
1034,0,0.35357605489743726
1035,0,0.1105164867106492
1036,0,0.33648311187405505
1037,0,0.13283613979074968
1038,0,0.18648013876508335
1039,0,0.12772240313043934
1040,0,0.33648311187405505
1041,0,0.10212326054727197
1042,1,0.945890178716717
1043,0,0.17837171545402564
1044,0,0.07346998127416432
1045,1,0.7501282081619703
1046,0,0.11909697096306865
1047,0,0.1266109458008573
1048,1,0.9487003550935041
1049,0,0.39872786829175033
1050,0,0.33648311187405505
1051,1,0.7324106142047624
1052,1,0.7629291394192989
1053,1,0.756150781198993
1054,1,0.7669999156722576
1055,0,0.10098850259623435
1056,0,0.11542897152453889
1057,1,0.5024366741323799
1058,0,0.1940125223122314
1059,0,0.1193630915426139
1060,1,0.9200900289784633
1061,0,0.38386474481059024
1062,0,0.10518802742204103
1063,1,0.559498883010146
1064,0,0.24314697675732605
1065,0,0.16334948300958174
1066,0,0.10084126709129716
1067,1,0.9448240486795424
1068,1,0.9428041290671552
1069,0,0.25161074423822766
1070,1,0.9471332256265123
1071,1,0.9388632624909945
1072,0,0.13033172461637346
1073,0,0.26236435309960865
1074,1,0.9423695568407329
1075,0,0.16094944129759875
1076,1,0.8005596469575114
1077,0,0.09484567946467402
1078,1,0.8712277175740738
1079,0,0.17948497850941378
1080,0,0.07365816739923553
1081,0,0.11542897152453889
1082,0,0.09484567946467402
1083,0,0.15059325499531837
1084,1,0.524350107815986
1085,0,0.09766996947780555
1086,1,0.7579162156459646
1087,0,0.11708510316947374
1088,1,0.8136154018765723
1089,0,0.41366696738440917
1090,0,0.12772240313043934
1091,0,0.2702775611541655
1092,1,0.8435330624286255
1093,1,0.9133296431634216
1094,0,0.16989775705162732
1095,1,0.9431227315674211
1096,0,0.12772240313043934
1097,0,0.15195409158490417
1098,1,0.7640884880360065
1099,0,0.12772240313043934
1100,1,0.9200900289784633
1101,0,0.11801865662669123
1102,0,0.28391311342149844
1103,0,0.10098850259623435
1104,0,0.08197408703869546
1105,1,0.934659194049749
1106,0,0.34373911758355946
1107,0,0.18145377847091912
1108,1,0.7161468056332205
1109,0,0.1288275110347425
1110,1,0.9100928098816127
1111,0,0.13033172461637346
1112,1,0.9035876258913317
1113,0,0.12772240313043934
1114,1,0.8902926792439189
1115,0,0.15986135605064816
1116,1,0.9106891986026806
1117,0,0.39665722159362743
1118,0,0.15986135605064816
1119,1,0.7161468056332205
1120,0,0.08725427537347147
1121,0,0.11542897152453889
1122,0,0.08197408703869546
1123,1,0.935159115498157
1124,0,0.13492756462399788
1125,0,0.10998956438427353
1126,0,0.2611702627252392
1127,0,0.12229321678218649
1128,1,0.6901243424367353
1129,0,0.2740849528189505
1130,1,0.7768488249329745
1131,1,0.9460137585764151
1132,1,0.9106891986026806
1133,1,0.8995919740568517
1134,0,0.45738802987515925
1135,0,0.10998956438427353
1136,0,0.10212326054727197
1137,0,0.18145377847091912
1138,1,0.855742272481783
1139,0,0.10084126709129716
1140,1,0.9415025619615427
1141,0,0.1616818009083416
1142,1,0.6326676515722872
1143,0,0.21071177897592908
1144,0,0.20406702867509474
1145,0,0.12772240313043934
1146,0,0.11542897152453889
1147,0,0.10518802742204103
1148,0,0.16094944129759875
1149,0,0.13033172461637346
1150,1,0.7532285860801775
1151,0,0.15986135605064816
1152,0,0.09484567946467402
1153,0,0.11801865662669123
1154,1,0.946692814338009
1155,1,0.7155172999131981
1156,0,0.19599180149370288
1157,0,0.10998956438427353
1158,0,0.0971199559623214
1159,0,0.10518802742204103
1160,0,0.2702775611541655
1161,0,0.12390339347460498
1162,0,0.44615591156863416
1163,0,0.16094944129759875
1164,1,0.7878353334445823
1165,1,0.8622954851483173
1166,0,0.125661079790565
1167,1,0.9356443461866589
1168,0,0.13033172461637346
1169,0,0.09484567946467402
1170,0,0.1105164867106492
1171,0,0.12772240313043934
1172,0,0.26325567101292874
1173,1,0.9182350046361448
1174,1,0.7161468056332205
1175,0,0.36927437529496193
1176,1,0.6685173995300808
1177,0,0.07868512899016514
1178,0,0.10518802742204103
1179,0,0.22263494905849485
1180,0,0.16334948300958174
1181,0,0.13033172461637346
1182,0,0.19411163268615053
1183,0,0.4272722850642509
1184,0,0.16334948300958174
1185,0,0.25545714942652564
1186,0,0.11542897152453889
1187,0,0.11801865662669123
1188,1,0.6326676515722872
1189,0,0.1533980447722259
1190,0,0.18145377847091912
1191,0,0.13680917470180465
1192,0,0.19364558995396675
1193,0,0.13991711483975847
1194,0,0.08752547120457321
1195,0,0.12772240313043934
1196,1,0.7161468056332205
1197,1,0.9389038054146324
1198,0,0.2434817366159445
1199,1,0.9114890930897313
1200,0,0.33643703089725246
1201,0,0.1710522331337485
